context_id	target_label	target_lemma	pos_tag	sentence	target_id
market.n.214	market.n	market	n	Charities test the waters , but they face legal barriers to electronic fund raising . `` The thing that will really break this market right open is merchandising , '' Ms. West says . Much of the 800 service will `` migrate to 900 , '' predicts Jack Lawless , general manager of US Sprint 's 900 product .	23
market.n.215	market.n	market	n	`` I think program trading is basically unfair to the individual investor , '' says Leo Fields , a Dallas investor . He notes that program traders have a commission cost advantage because of the quantity of their trades , that they have a smaller margin requirement than individual investors do and that they often can figure out earlier where the market is heading . But he blames program trading for only some of the market 's volatility .	61
market.n.216	market.n	market	n	He notes that program traders have a commission cost advantage because of the quantity of their trades , that they have a smaller margin requirement than individual investors do and that they often can figure out earlier where the market is heading . But he blames program trading for only some of the market 's volatility . He also considers the market overvalued and cites the troubles in junk bonds .	53
market.n.217	market.n	market	n	But he blames program trading for only some of the market 's volatility . He also considers the market overvalued and cites the troubles in junk bonds . He adds : `` The market may be giving us another message , that a recession is looming . ''	18
market.n.218	market.n	market	n	He also considers the market overvalued and cites the troubles in junk bonds . He adds : `` The market may be giving us another message , that a recession is looming . '' Or , as Dorothy Arighi , an interior decorator in Arnold , Calif. , puts it : `` All kinds of funny things spook the market these days . ''	19
market.n.219	market.n	market	n	He adds : `` The market may be giving us another message , that a recession is looming . '' Or , as Dorothy Arighi , an interior decorator in Arnold , Calif. , puts it : `` All kinds of funny things spook the market these days . '' But she believes that `` program trading creates deviant swings .	45
market.n.220	market.n	market	n	Those who still want to do it `` will just find some way to get around '' any attempt to curb it . Similarly , Rick Wamre , a 31 - year - old asset manager for a Dallas real - estate firm , would like to see program trading disappear because `` I ca n't see that it does anything for the market or the country . '' Yet he is n't in favor of new legislation .	63
market.n.221	market.n	market	n	And surprising numbers of small investors seem to be adapting to greater stock market volatility and say they can live with program trading . Glenn Britta , a 25 - year - old New York financial analyst who plays options for his personal account , says he is `` factoring '' the market 's volatility `` into investment decisions . '' He adds that program trading `` increases liquidity in the market .	52
market.n.222	market.n	market	n	Glenn Britta , a 25 - year - old New York financial analyst who plays options for his personal account , says he is `` factoring '' the market 's volatility `` into investment decisions . '' He adds that program trading `` increases liquidity in the market . You ca n't hold back technology . ''	47
market.n.223	market.n	market	n	There 's no culprit here . The market is just becoming more efficient . '' Arbitraging on differences between spot and futures prices is an important part of many financial markets , he says .	7
market.n.224	market.n	market	n	The market is just becoming more efficient . '' Arbitraging on differences between spot and futures prices is an important part of many financial markets , he says . He adds that his shares in a company savings plan are invested in a mutual fund , and volatility , on a given day , may hurt the fund .	24
market.n.225	market.n	market	n	`` If you were a short - term investor , you might be more leery about program trading . '' Jim Enzor of Atlanta defends program trading because he believes that it can bring the market back up after a plunge . `` If we have a real bad day , the program would say , ` Buy , ' '' he explains .	35
market.n.226	market.n	market	n	Now , he plans to sell all his stocks by the first quarter of 1990 . In October , before the market dropped , Mrs. Arighi of Arnold , Calif. , moved to sell the `` speculative stocks '' in her family trust `` so we will be able to withstand all this flim - flammery '' caused by program trading . She believes that the only answer for individuals is to `` buy stocks that 'll weather any storm . ''	21
market.n.227	market.n	market	n	`` My stocks are all blue chips , '' she says . `` If the market goes down , I figure it 's paper profits I 'm losing . On the other hand , if it goes way sky high , I always sell .	15
market.n.228	market.n	market	n	What happened ? In broadest terms , stability has quietly settled into international oil markets . Mideast politics have calmed down and the squabbling within the Organization of Petroleum Exporting Countries seems under control for now .	14
market.n.229	market.n	market	n	The current equilibrium is fragile and depends on steady , strong demand and continued relative harmony within OPEC , producer of more than 40 % of the non-Communist world 's crude . A recession or new OPEC blowup could put oil markets right back in the soup . Also , the new stirrings are faint , and some question their extent .	41
market.n.230	market.n	market	n	About a year ago , it ended an on - again , off - again internal production war that had put prices on a roller coaster and pitched oil towns from Houston to Caracas into recession . Saudi Arabia , OPEC 's kingpin , abandoned a policy of flooding the market to punish quota - cheaters . About the same time , the Iran - Iraq war , which was roiling oil markets , ended .	50
market.n.231	market.n	market	n	Saudi Arabia , OPEC 's kingpin , abandoned a policy of flooding the market to punish quota - cheaters . About the same time , the Iran - Iraq war , which was roiling oil markets , ended . In addition , global petroleum demand has been climbing .	35
market.n.232	market.n	market	n	The resulting firm prices and stability `` will allow both producers and consumers to plan confidently , '' says Saudi Arabian Oil Minister Hisham Nazer . OPEC Secretary - General Subroto explains : Consumers offer security of markets , while OPEC provides security of supply . `` This is an opportune time to find mutual ways -LCB- to prevent -RCB- price shocks from happening again , '' he says .	37
market.n.233	market.n	market	n	USX Corp. said it delayed the proposed initial public offering of common stock of RMI Titanium Co. because of market conditions . RMI Titanium is owned jointly by USX and Quantum Chemical Corp .	19
market.n.234	market.n	market	n	The ULI is a non-profit research and education group based in Washington , D.C. , with 14,000 members nationwide . With the market overbuilt , builders are finding limited opportunities and increased risks . Developers and money managers are looking for bargains among the thousands of financially troubled properties around the country .	22
market.n.235	market.n	market	n	Developers are also forming more joint ventures with pension funds and insurance companies that can finance big projects . The builders are more willing to give up some equity and rely on management and consulting fees to stay afloat in the soft market . `` Developers are teaming up with institutions often acting as project managers , '' says Smedes York , ULI president and president of York Properties Inc. , of Raleigh , N.C .	42
market.n.236	market.n	market	n	Real estate firms are also using their alliances with financial institutions to amass acquisition funds . `` Why should you beat your brains out fighting the environmentalists , the neighborhood groups , dealing with traffic mitigation , sewers and fighting city hall , then try to convince a lender to lend you money in an overbuilt market when you can get pension fund money , buy a portfolio , sell off pieces off it and play your own game ? '' says Jack Rodman , managing partner of the Los Angeles office of Kenneth Leventhal Inc. a national accounting firm . But experts say that when it comes to distressed properties , finding diamonds in the rough is n't easy .	56
market.n.237	market.n	market	n	This is in response to George Melloan 's Business World column `` The Housing Market Is a Bigger Mess Than You Think '' -LRB- op - ed page , Sept. 26 -RRB- . In Houston , we have seen how bad the housing problem can become .	14
market.n.238	market.n	market	n	Unused houses deteriorate rapidly , affecting the value of nearby homes ; in a domino effect , the entire neighborhood can fall victim . At this stage some people just `` walk away '' from homes where the mortgage exceeds current market value . But most of them could have afforded to keep up their payments -- they chose not to do so .	41
market.n.239	market.n	market	n	An occupant will , in most every case , be better for the home and neighborhood than a vacant house . In this way , the house is not dumped on to a glutted market . John F. Merrill	34
market.n.240	market.n	market	n	Houston The Federal Housing Administration , Veterans Administration and the Department of Housing and Urban Development further aggravate the problem of affordable housing stock by `` buying in '' to their foreclosed properties -LRB- of which there are , alas , many -RRB- at an inflated `` balance due '' -- say $ 80,000 on a house worth $ 55,000 -- instead of allowing a free market to price the house for what it 's really worth . Worse , the properties then sit around deteriorating for maybe a year or so , but are resold eventually -LRB- because of the attractiveness of the low down payment , etc . -RRB- to a marginal buyer who ca n't afford both the mortgage and needed repairs ; and having little vested interest that buyer will walk away and the vicious cycle repeats itself all over again .	66
market.n.241	market.n	market	n	Concern about the volatile U.S. stock market had faded in recent sessions , and traders appeared content to let the dollar languish in a narrow range until tomorrow , when the preliminary report on third - quarter U.S. gross national product is released . But seesaw gyrations in the Dow Jones Industrial Average yesterday put Wall Street back in the spotlight and inspired market participants to bid the U.S. unit lower . UAL 's decision to remain an independent company sent share prices tumbling .	63
market.n.242	market.n	market	n	Stock prices , meanwhile , posted significant gains in later trading and closed down by only 3.69 points on the day . Some dealers said that the market 's strong reaction to Wall Street reflects a general uneasiness about the dollar . They added that the DJIA 's swift drop proved an easy excuse for the market to drive the U.S. currency in the direction it was already headed .	27
market.n.243	market.n	market	n	Some dealers said that the market 's strong reaction to Wall Street reflects a general uneasiness about the dollar . They added that the DJIA 's swift drop proved an easy excuse for the market to drive the U.S. currency in the direction it was already headed . In late New York trading yesterday , the dollar was quoted at 1.8355 marks , down from 1.8470 marks Monday , and at 141.45 yen , down from 141.90 yen late Monday .	34
market.n.244	market.n	market	n	They also point out that narrowing interest - rate differentials between the U.S. and its major trading partners tend to make the U.S. currency less attractive to foreign investors . Despite several spurts of dollar trading , it was noted that mark - yen cross trade grabbed much of the market 's attention . Following the dive in U.S. stocks , the mark has strengthened more than its major counterparts .	50
market.n.245	market.n	market	n	But , they add that the mark 's strength is in part a reflection of a shift away from U.S. assets by Japanese investors into West German investments . `` The question remains : how much can the West German market absorb ? '' says one senior dealer . Some dealers say that Bank of Japan Governor Satoshi Sumita 's reassurance that Japanese monetary policy wo n't be changed for the time being has given investors an added excuse to push the yen down even further against the mark .	40
market.n.246	market.n	market	n	As some securities mature and the proceeds are reinvested , the problems ought to ease , he said . But he also cited concerns over the company 's mortgage exposure in the troubled New England real estate market . Boston Co. officials declined to comment on Moody 's action or on the unit 's financial performance this year -- except to deny a published report that outside accountants had discovered evidence of significant accounting errors in the first three quarters ' results .	37
market.n.247	market.n	market	n	The minimum unit is $ 100,000 . Typical rates in the secondary market : 8.55 % one month ; 8.50 % three months ; 8.35 % six months . BANKERS ACCEPTANCES : 8.48 % 30 days ; 8.30 % 60 days ; 8.28 % 90 days ; 8.10 % 120 days ; 8 % 150 days ; 7.90 % 180 days .	12
market.n.248	market.n	market	n	Sheraton and Pan Am said they are assured under the Soviet joint - venture law that they can repatriate profits from their hotel venture . The Sheraton Moscow will charge about $ 140 to $ 150 a day for each of its rooms , and it will accept payment only in currencies that can be traded in foreign exchange markets , according to a Sheraton executive . Thomas Plaskett , Pan Am 's chairman , said the U.S. airline 's participation is a natural outgrowth of its current arrangements with Aeroflot to jointly operate nonstop New York - Moscow flights .	59
market.n.249	market.n	market	n	Production is slated to begin in April . The company , which has a European foothold , Murata Europe Management G.m.b . H. in Germany , said the latest venture is designed to meet demand for electric parts in European Community countries ahead of the creation of the unified market by the end of 1992 . Murata expects sales at the unit of about 1.5 billion yen in the first year .	49
market.n.250	market.n	market	n	The sales are being dragged down by a glut of 1989 vehicles , said Joel Pitcoff , a Ford analyst . The earlier use of incentives depleted the market of `` scavengers '' for bargain - basement 1989 cars , he said . Town & Country Ford in Charlotte , N.C. , still needs to move about 850 1989 cars and trucks .	28
market.n.251	market.n	market	n	Trade Representative Carla Hills , who along with Agriculture Secretary Clayton Yeutter unveiled the proposal , said she is confident it will gain considerable support from the U.S. 's trading partners . Mr. Yeutter , seeking to allay European objections to an earlier U.S. plan that called for eliminating all farm - trade barriers by the year 2000 , said the new U.S. proposal would n't `` put farmers out of business '' but would only encourage them to `` grow what the markets desire instead of what the government wants . '' The U.S. is submitting the proposal today in Geneva , hoping that the initiative will spur members of the General Agreement on Tariffs and Trade to reach agreement on new trade rules before their current negotiating round concludes in December 1990 .	83
market.n.252	market.n	market	n	Justice is attempting to avoid a replay of these tactics . This amounts to an extraordinary repudiation of the tenure of New York mayoral candidate and former U.S. Attorney Rudolph Giuliani , who was more inclined to gathering scalps than understanding markets . The new guidelines limit the pretrial forfeitures of assets of RICOed defendants and their investors , clients , bankers and others .	41
market.n.253	market.n	market	n	First Executive and troubled Valley National Corp. of Arizona were next in line . Short selling is n't necessarily bad for the overall market . Shorted shares must eventually be replaced through buying .	23
market.n.254	market.n	market	n	Six - month and oneyear yields were unchanged , on average . `` The -LRB- CD -RRB- market is unsettled right now , '' said Banxquote 's Mr. Mehl . `` It 's very easily influenced by changes in the stock market and the junk bond market . ''	17
market.n.255	market.n	market	n	But he said the downturn probably wo n't become a `` major contraction '' similar to those of 1974 and 1982 . Still , Britain 's current slump is a cause for concern here as the nation joins in the European Community 's plan to create a unified market by 1992 . Compared with the major economies on the Continent , the U.K. faces both higher inflation and lower growth in the next several months .	48
market.n.256	market.n	market	n	Compared with the major economies on the Continent , the U.K. faces both higher inflation and lower growth in the next several months . As a result , Mr. Owen warned , investment will be more likely to flow toward the other European economies and `` the U.K. will be less prepared for the single market . '' Britain 's latest trade figures contained some positive news for the economy , such as a surge in the volume of exports , which were 8.5 % higher than a year earlier .	55
market.n.257	market.n	market	n	In the current mood of the Japanese people , journalists and even some industrialists , giving power to the Socialists might be good for the LDP , cleansing it of past sins . We must not forget , however , that such a humble political experiment could cause a global tidal wave of shocks in real - estate and financial markets . At the most there is only nine months before the LDP fuse burns out .	60
market.n.258	market.n	market	n	Right now , Mr. Hulings is waving his racing program , cheering for Karnak on the Nile , a sleek thoroughbred galloping down the home stretch . Mr. Hulings gloats that he sold all his stocks a week before the market plummeted 190 points on Oct. 13 , and he is using the money to help buy a 45 - acre horse farm . `` Just imagine how exciting that would be if that 's your horse , '' he says .	40
market.n.259	market.n	market	n	Other investors have lost millions in partnerships that bought thoroughbred racehorses or stallion breeding rights . One big problem has been the thoroughbred racehorse market . From 1974 to 1984 , prices for the best yearlings at the summer sales rose 918 % to an average of $ 544,681 .	24
market.n.260	market.n	market	n	Rules that set standards for products or govern business behavior , generally the best regarded form of red tape , `` create a level playing field and keep unscrupulous competitors away , '' says Sidney West , president of TechDesign International Inc. , a Springfield , Va. , business that designs telecommunication and other products . Mr. West cites the Federal Communications Commission and its standards for telecommunications equipment : `` They monitor product quality and prevent junk from flooding the market . '' Some gripes about red tape are predictable : Architects complain about a host of building regulations , auto leasing companies about car insurance rules .	81
market.n.261	market.n	market	n	Now the best of them age as gracefully as Grannies , the industry 's gold standard for storability . In the cornucopia of go - go apples , the Fuji 's track record stands out : During the past 15 years , it has gone from almost zilch to some 50 % of Japan 's market . `` The Japanese apple market is very keyed to high quality , '' says David Lane , a scientist at a Canadian horticulture research center in Summerland , British Columbia , and so apples are more of a delicacy there than a big food commodity .	55
market.n.262	market.n	market	n	In the cornucopia of go - go apples , the Fuji 's track record stands out : During the past 15 years , it has gone from almost zilch to some 50 % of Japan 's market . `` The Japanese apple market is very keyed to high quality , '' says David Lane , a scientist at a Canadian horticulture research center in Summerland , British Columbia , and so apples are more of a delicacy there than a big food commodity . The U.S. Department of Agriculture estimates that this year Americans will eat about 40 % more fresh apples per capita than the Japanese .	42
market.n.263	market.n	market	n	Volume was a modest 405.4 million shares traded , but better than the year 's lowest turnover of 276.8 million Monday . Market watchers also noted an absence of institutional interest later in the session helped pave the way for broader declines when Wall Street opened weaker . They added that market - makers were knocking share prices down in midafternoon in a bid to attract some interest , but the action largely helped open the way for London 's late declines .	22
market.n.264	market.n	market	n	They added that market - makers were knocking share prices down in midafternoon in a bid to attract some interest , but the action largely helped open the way for London 's late declines . Insurance stocks provided some early support to the market , partly on favorable brokerage recommendatons and talk of continental European interest in British life and composite insurers . British life insurer London & General , which firmed 2 pence to 356 pence -LRB- $ 5.70 -RRB- , and composite insurer Royal Insurance , which finished 13 lower at 475 , were featured in the talk .	43
market.n.265	market.n	market	n	Jaguar finished 4 lower at 694 . Dealers said the market did n't react substantially to Ford Motor Co. 's disclosure to the U.S. Securities and Exchange Commission that it will seek 100 % of Jaguar 's shares outstanding when U.K. government share regulations are lifted at the end of next year . Tokyo stocks closed easier , posting their first loss in six trading days , partly because of programmed index - linked selling by trust investment funds in the afternoon session .	10
market.n.266	market.n	market	n	First section volume was estimated at 900 million shares , up from 605 million Monday . Observers said the market again failed to find a trading focus , discouraging much participation by investors . The market , however , is expected to remain stable and expectations for future gains are high , traders said .	19
market.n.267	market.n	market	n	Observers said the market again failed to find a trading focus , discouraging much participation by investors . The market , however , is expected to remain stable and expectations for future gains are high , traders said . Such sentiment is being supported by word that a large amount of cash from investment trust funds is scheduled to enter the market later this week and in early November .	19
market.n.268	market.n	market	n	The market , however , is expected to remain stable and expectations for future gains are high , traders said . Such sentiment is being supported by word that a large amount of cash from investment trust funds is scheduled to enter the market later this week and in early November . The expected amount is said to be 700 billion yen -LRB- $ 4.93 billion -RRB- to 1.05 trillion yen -- the second largest amount this year in a given period , following the record high set at the end of July , according to market observers .	43
market.n.269	market.n	market	n	Such sentiment is being supported by word that a large amount of cash from investment trust funds is scheduled to enter the market later this week and in early November . The expected amount is said to be 700 billion yen -LRB- $ 4.93 billion -RRB- to 1.05 trillion yen -- the second largest amount this year in a given period , following the record high set at the end of July , according to market observers . In addition to a large amount of investment trust fund cash , analysts generally see the market environment improving compared with the past couple of weeks .	75
market.n.270	market.n	market	n	It jumped 7.5 Monday . Traders said the market was exceptionally thin , as small investors remain on the sidelines . Market participants say investors are not only licking their wounds following the turbulence last week , but they have also been made nervous by two events in West Germany .	8
market.n.271	market.n	market	n	Traders said the market was exceptionally thin , as small investors remain on the sidelines . Market participants say investors are not only licking their wounds following the turbulence last week , but they have also been made nervous by two events in West Germany . On Sunday , the governing Christian Democratic Union suffered a series of setbacks , the extent of which became fully known only late Monday , in municipal elections in Baden - Wuerttemberg .	16
market.n.272	market.n	market	n	Elsewhere , share prices closed lower in Zurich , Amsterdam , Milan and Stockholm . Uneasiness about Wall Street was cited in several markets . Prices closed lower in Sydney , Singapore and Wellington , were mixed in Hong Kong and higher in Taipei , Manila , Paris , Brussels and Seoul .	23
market.n.273	market.n	market	n	Prices closed lower in Sydney , Singapore and Wellington , were mixed in Hong Kong and higher in Taipei , Manila , Paris , Brussels and Seoul . Here are price trends on the world 's major stock markets , as calculated by Morgan Stanley Capital International Perspective , Geneva . To make them directly comparable , each index is based on the close of 1969 equaling 100 .	38
market.n.274	market.n	market	n	Although external events have contributed to the morass , the principal causes of the current crisis are internal and generic to all programs . To reduce the risks while still retaining the legitimate benefits these programs can provide , credit policy must : 1 . Use credit to improve the operation of capital markets , not to provide subsidies . There is a fundamental conflict between providing a subsidy and maintaining the integrity of a credit program .	53
market.n.275	market.n	market	n	To avoid this problem , government should issue credit only if it intends to use every legal method to collect . In contrast , credit programs can be appropriate tools to improve the operation of capital markets . For example , legal restrictions on interstate banking once inhibited the supply of credit to the agricultural sector .	36
market.n.276	market.n	market	n	Families that do not need the loan can make money simply by putting the loan in the bank and paying it back when the student graduates . In contrast , a student loan program that was meant solely to correct capital - market imperfections would allow loans for any student , regardless of family income , at market or near - market rates . While the student was in school , interest costs would either be paid by the student or added to the loan balance .	42
market.n.277	market.n	market	n	Simple policy prescriptions in this case would be to improve debt collection -LRB- taking the gloves off contracted collection agencies -RRB- and to deny new credit to defaulters . These provisions would be difficult to enforce for a program intended to provide a subsidy , but would be reasonable and effective devices for programs that attempt to offset market imperfections . 3 . Record the true costs of credit programs in the federal budget .	58
market.n.278	market.n	market	n	They still are . At dawn on a cool day , hundreds travel to the private market in Radzymin , a town not far from Warsaw , hauling pigs , cattle and sacks of feed that the state 's official buyers ca n't induce them to sell . Here , they are searching for a higher price .	16
market.n.279	market.n	market	n	At closing time , farmers cart out most of what they carted in . A private market like this just is n't big enough to absorb all that business . The hulk of Stalinism , it seems , will not quickly crumble away .	16
market.n.280	market.n	market	n	That 's the rule . That 's the market . '' Mr. Siemienas is making a fortune -- $ 10,000 a month , he says .	8
market.n.281	market.n	market	n	Child 's Game There was very slow play on the market today , They were selling and buying by halves ; Instead of trading like Bears and Bulls , They behaved like cubs and calves . -- George O. Ludcke .	10
market.n.282	market.n	market	n	Lloyd 's of London said it plans to clamp down on the ability of underwriting syndicates to leave their annual accounts open beyond the customary three years . Underwriting syndicates at Lloyd 's , the world 's largest insurance market , generally do n't close their accounts for three years , to allow for the filing of claims and litigation . When such claims and litigation extend beyond the period , the syndicates can extend their accounting deadlines .	39
market.n.283	market.n	market	n	When such claims and litigation extend beyond the period , the syndicates can extend their accounting deadlines . Lloyd 's said there are currently 115 open account years involving 68 of the market 's roughly 360 syndicates . The open - year accounting practice `` is widely recognized within Lloyd 's as of serious concern '' to the 31,329 member investors , who underwrite insurance at Lloyd 's in return for premium and investment income , Lloyd 's said .	32
market.n.284	market.n	market	n	The procedure causes `` great uncertainty '' because an investor ca n't be sure of his or her individual liability , Lloyd 's said . As a result , the insurance market plans new measures to restrict the ability of syndicate officials to leave years open . Lloyd 's said it expects to enact new rules mandating the changes by year end .	31
market.n.285	market.n	market	n	It was agreed at the outset of the Washington Drug Initiative that the FBI 's role would be to continue targeting the major drug traffickers through our National Drug Strategy . Through these investigations we do not focus on the street drug user , but rather we target and attack major drug - trafficking organizations that control a large segment of the drug market . The trial of Raful Edmond III in Washington serves to highlight our efforts in this area and the results achieved through our excellent working relationship with the Drug Enforcement Administration and the Metropolitan Police Department -LRB- MPD -RRB- .	63
market.n.286	market.n	market	n	If further experiments are successful , the work would represent a major advance in research on acquired immune deficiency syndrome . The drug AZT , the only treatment currently on the market , claims only to help stop the spread of AIDS , not to cure it . But several analysts and Japanese scientists familiar with the study , which was announced at a conference in Nagoya yesterday , expressed skepticism over the significance of the results .	31
market.n.287	market.n	market	n	December copper opened near Monday 's close , tried to rally but failed , and then triggered stop - loss orders on its way down to settle at $ 1.1510 a pound , off 4.50 cents for the day . Stop - loss orders are placed previously with instructions to execute them if the market hits a predetermined price . William Kaiser , president of the Kaiser Financial Group in Chicago , said the decline was almost certainly influenced by the early sell - off in the stock market , which partly reflected a weakening economy .	54
market.n.288	market.n	market	n	He said the recent decline in copper stocks was misleading in the face of a slowdown in manufacturing . Mr. Kaiser said traders could have picked up signals of an imminent price decline had they been watching the scrap metal markets , which became noticeably weaker two to three weeks ago . But though a weakening economy implies reduced demand , Mr. Kaiser said that Third World copper - producing countries have n't any choice but to sell copper .	40
market.n.289	market.n	market	n	But though a weakening economy implies reduced demand , Mr. Kaiser said that Third World copper - producing countries have n't any choice but to sell copper . They might even step up sales in a falling market , he said , in an effort to maintain the flow of foreign exchange into their treasuries . Technically , Mr. Kaiser noted that a lot of traders had bought into the market when the price was in the $ 1.24 to $ 1.26 range , thinking there was support at the $ 1.20 level .	37
market.n.290	market.n	market	n	They might even step up sales in a falling market , he said , in an effort to maintain the flow of foreign exchange into their treasuries . Technically , Mr. Kaiser noted that a lot of traders had bought into the market when the price was in the $ 1.24 to $ 1.26 range , thinking there was support at the $ 1.20 level . When the market fell below that level on Monday and then yesterday could n't climb above that level , traders started selling out their positions .	42
market.n.291	market.n	market	n	Technically , Mr. Kaiser noted that a lot of traders had bought into the market when the price was in the $ 1.24 to $ 1.26 range , thinking there was support at the $ 1.20 level . When the market fell below that level on Monday and then yesterday could n't climb above that level , traders started selling out their positions . Betty Raptopoulos , senior metals analyst at Prudential - Bache Securities in New York , agreed that most of the selling was of a technical nature .	40
market.n.292	market.n	market	n	Betty Raptopoulos , senior metals analyst at Prudential - Bache Securities in New York , agreed that most of the selling was of a technical nature . She said the market hit the $ 1.18 level at around 10 a.m. EDT where it encountered a large number of stop - loss orders . More stop - loss orders were touched off all the way down to below $ 1.14 , where modest buying was attracted .	30
market.n.293	market.n	market	n	He thinks that without a recession copper prices could exceed a high of $ 1.65 a pound , which was reached last year . In the past Mr. Threlkeld has been known to have substantial long positions that is , he had bought copper futures in anticipation of rising prices -- in the copper futures market . In other commodity markets yesterday :	55
market.n.294	market.n	market	n	In the past Mr. Threlkeld has been known to have substantial long positions that is , he had bought copper futures in anticipation of rising prices -- in the copper futures market . In other commodity markets yesterday : ENERGY : The attitude was `` wait - and - see '' in crude oil futures yesterday in trading on the New York Mercantile Exchange .	36
market.n.295	market.n	market	n	Prices for the U.S. benchmark West Texas Intermediate crude remained locked in a fairly narrow range before ending the session four cents lower at $ 19.72 a barrel for December delivery . Several analysts and brokers said the petroleum market was ready to rally after two days of price declines from profit - taking . But an early 80 - point drop in the Dow Jones Industrial Average stopped the crude rally cold .	39
market.n.296	market.n	market	n	The industrial average recovered to close only 3.69 points lower , but petroleum futures never shook off the chill . Most market participants said they were looking to this week 's inventory statistics from the American Petroleum Institute to give the market some direction . The report is n't generally available until late on Tuesdays .	21
market.n.297	market.n	market	n	The industrial average recovered to close only 3.69 points lower , but petroleum futures never shook off the chill . Most market participants said they were looking to this week 's inventory statistics from the American Petroleum Institute to give the market some direction . The report is n't generally available until late on Tuesdays .	21
market.n.298	market.n	market	n	January platinum rose $ 2.30 an ounce to $ 488.60 . Mr. Kaiser said there were no fundamental factors moving these markets . He noted that two weeks ago there were rumors of Soviet sales of precious metals to finance grain purchases , but the sales do n't seem to have materialized .	21
market.n.299	market.n	market	n	Ms. Raptopoulos thought yesterday 's price action reflected weakness in the stock market and the dollar . `` Gold still acts as a haven when uncertainty prevails in the financial markets as it did '' yesterday , she said . Mr. Kaiser noted that gold was more than 71 times the price of silver at the close yesterday , which is historically high .	30
market.n.300	market.n	market	n	For the same fiscal year , by the way , the Bank 's net income was a robust $ 1.1 billion after provisions . Because of the business - like manner in which the Bank goes about development , financial markets have confidence in it . This helps explain the triple - A rating enjoyed by our bonds and our ability to borrow $ 9.3 billion in fiscal 1989 on the most advantageous terms .	40
market.n.301	market.n	market	n	The dollar sagged against other major currencies in lethargic trading . Traders and analysts said the divergence between the stock and bond markets is a sign of growing unease about the economic outlook . A sinking economy depresses corporate earnings and thus stock prices , but it buoys bond prices as interest rates fall .	22
market.n.302	market.n	market	n	But many manufacturers find that communication between different computers has been rendered nearly impossible by the babel of computer languages used by different machines , including robots and machine tools . IBM 's announcement , which was expected and will formally be made to customers today , also marks an attempt to gain credibility on the plant floor , where Digital Equipment Corp. has long dominated and where Hewlett - Packard Co. has recently gained market share . Consultants have said that it will take a while for all the pieces of the IBM strategy to fall into place , even though the specific products IBM unveiled will generally be available by the end of the first quarter .	75
market.n.303	market.n	market	n	Corporate Issues Several blue - chip companies tapped the new - issue market yesterday to take advantage of falling interest rates . Three of the largest offerings , by Exxon Capital Corp. , Xerox Corp. and Citicorp , were underwritten by groups led by Salomon Brothers Inc .	12
market.n.304	market.n	market	n	Citicorp issued $ 200 million of seven - year notes priced to yield 8.82 % , and Xerox priced $ 150 million of six - year notes to yield 8.85 % . Meanwhile , International Business Machines Corp. paved the way for a visit to the credit markets by filing a shelf registration with the Securities and Exchange Commission for $ 800 million in new debt . This is in addition to IBM 's existing shelf registration under which $ 200 million in debt securities are available for issuance .	47
market.n.305	market.n	market	n	The Ginnie Mae issue rose amid talk of large purchases of the securities by institutional investors . The derivative markets remained active as one new issue was priced and talk circulated about more offerings in the next day or two . The Federal Home Loan Mortgage Corp. issued a $ 500 million real estate mortgage investment conduit backed by its 8 1/2 % securities .	19
market.n.306	market.n	market	n	The Federal Home Loan Mortgage Corp. issued a $ 500 million real estate mortgage investment conduit backed by its 8 1/2 % securities . In the asset - backed market , a big offering of Ford Motor Credit Corp . auto - loan securities was increased in size after strong institutional demand . The deal by the Ford Motor Co. unit , priced Monday , was increased to $ 3.05 billion from $ 2.58 billion .	29
market.n.307	market.n	market	n	JAPANESE COMPANIES fare best in U.S. when they give Americans more say . University of Michigan researchers find the companies earn more and win a bigger market share when their American employees get a voice in planning , product development and design , including decision - making back in Japan . `` You ca n't hire competent Americans and say , ` Let them run only their own show , ' '' says Vladimir Pucik , who headed the study run with Egon Zehnder International , a search firm .	26
market.n.308	market.n	market	n	`` You ca n't hire competent Americans and say , ` Let them run only their own show , ' '' says Vladimir Pucik , who headed the study run with Egon Zehnder International , a search firm . The researchers say many Japanese companies err in the U.S. by adopting the American practice of hiring managers on the `` open market . '' In Japan , by contrast , companies tend to develop their own talent and promote from within .	61
market.n.309	market.n	market	n	While premium - brand spirits like Smirnoff vodka and Jack Daniel 's whiskey are riding high in the U.S. , domestic spirits consumption fell 15 % to 141.1 million cases in 1988 from 166 million cases in 1979 . In recent years , growth has come in the foreign markets . U.S. brandy exports more than doubled last year to 360,000 proof gallons , a standard industry measure , according to Jobson Beverage Alcohol Group , an industry association .	49
market.n.310	market.n	market	n	Mexico is the biggest importer of both rum and brandy from the U.S. . Japan , the world 's third - largest liquor market after the U.S. and Britain , helped American companies in April when it lowered its tax on imported spirits and levied a tax on many domestic products . California wineries , benefiting from lowered trade barriers and federal marketing subsidies , are expanding aggressively into Japan , as well as Canada and Great Britain .	23
market.n.311	market.n	market	n	Bourbon makes up just 1 % of world - wide spirits consumption , but it represented 57 % of U.S. liquor exports last year , according to Jobson ; no other category had more than 19 % . Big U.S. distillers are fiercely vying for this market , which grew to $ 77 million last year from $ 33 million in 1987 , according to government figures . Jim Beam Brands Co. , a division of American Brands Inc. , is the leading exporter of bourbon and produces 10 other types of liquor .	46
